index	word	frequency	wortart	accent_p	syll_n
45261	Verbandsvorsitzende	3	N	2	6
45262	Verbandszeug	1	N	2	3
45263	verbannen	40	V	2	3
45264	Verbannung	19	N	2	3
45265	verbarrikadieren	6	V	5	6
45266	verbauen	31	V	2	3
45267	verbauern	0	V	2	3
45268	Verbauung	0	N	2	3
45269	verbeamten	2	V	3	4
45270	verbeissen	19	V	2	3
45271	verbellen	1	V	2	3
45272	verbergen	175	V	2	3
45273	verbessern	493	V	2	3
45274	Verbesserer	1	N	2	4
45275	Verbesserung	474	N	2	4
45276	Verbesserungsvorschlag	23	N	2	6
45277	Verbessrer	0	N	2	3
45278	Verbessrung	0	N	2	3
45279	verbeugen	20	V	2	3
45280	Verbeugung	22	N	2	3
45281	verbiegen	8	V	2	3
45282	Verbiegung	0	N	2	3
45283	verbiestern	1	V	2	3
45284	verbieten	229	V	2	3
45285	verbilden	0	V	2	3
45286	verbildlichen	0	V	2	4
45287	Verbildlichung	0	N	2	4
45288	Verbildung	0	N	2	3
45289	verbilligen	29	V	2	4
45290	Verbilligung	7	N	2	4
45291	verbimsen	0	V	2	3
45292	verbinden	753	V	2	3
45293	verbindlich	101	A	2	3
45294	Verbindlichkeit	199	N	2	4
45295	Verbindung	626	N	2	3
45296	Verbindungsgraben	0	N	2	5
45297	Verbindungslinie	3	N	2	6
45298	Verbindungsmann	7	N	2	4
45299	Verbindungsstueck	0	N	2	4
45300	Verbindungstuer	0	N	2	4
45301	Verbiss	0	N	2	2
45302	Verbissenheit	7	N	2	4
45303	verbitten	16	V	2	3
45304	verbittern	34	V	2	3
45305	Verbitterung	15	N	2	4
45306	verblasen	1	V	2	3
45307	verblassen	26	V	2	3
45308	verblaettern	0	V	2	3
45309	verbleien	1	V	2	3
45310	verbleiben	64	V	2	3
45311	Verbleib	23	N	2	2
45312	verbleichen	4	V	2	3
45313	verblenden	4	V	2	3
45314	Verblendung	9	N	2	3
45315	verbleuen	0	V	2	3
45316	verbloeden	2	V	2	3
45317	Verbloedung	0	N	2	3
45318	verblueffen	76	V	2	3
45319	Verblueffung	11	N	2	3
45320	verbluehen	0	V	2	3
45321	verbluemt	0	A	2	2
45322	verbluten	12	V	2	3
45323	Verblutung	0	N	2	3
45324	verbocken	0	V	2	3
45325	verbogen	8	A	2	3
45326	verbohrt	4	A	2	2
45327	Verbohrtheit	1	N	2	3
45328	verborgen	47	V	2	3
45329	Verborgenheit	16	N	2	4
45330	verboesern	0	V	2	3
45331	Verbot	185	N	2	2
45332	verboten	137	A	2	3
45334	Verbotsschild	4	N	2	3
45335	Verbotstafel	0	N	2	4
45336	verbotswidrig	1	A	2	4
45337	Verbotszeit	0	N	2	3
45338	verbraemen	8	V	2	3
45339	Verbraemung	2	N	2	3
45340	verbraten	1	V	2	3
45341	verbrauchen	147	V	2	3
45342	Verbrauch	84	N	2	2
45343	Verbraucher	183	N	2	3
45344	Verbrauchergenossenschaft	0	N	2	7
45345	Verbrauchslenkung	0	N	2	4
45346	Verbrauchssteuer	4	N	2	4
45347	verbrechen	30	V	2	3
45348	Verbrechen	236	N	2	3
45349	Verbrechensbekaempfung	6	N	2	6
45350	Verbrecher	125	N	2	3
45351	Verbrecheralbum	2	N	2	5
45352	Verbrecherin	0	N	2	4
45353	verbrecherisch	74	A	2	4
45354	verbreiten	147	V	2	3
45355	verbreitern	22	V	2	3
45356	Verbreiter	2	N	2	3
45357	Verbreiterung	8	N	2	4
45358	verbreitet	104	A	2	3
45359	Verbreitung	76	N	2	3
45360	verbrennen	143	V	2	3
45361	verbrennbar	0	A	2	3
45362	Verbrennung	30	N	2	3
45363	Verbrennungsmotor	9	N	2	5
45364	verbringen	150	V	2	3
45365	verbruedern	3	V	2	3
45366	Verbruederung	3	N	2	4
45367	verbruehen	0	V	2	3
45368	Verbruehung	0	N	2	3
45369	verbuchen	40	V	2	3
45370	Verbuchung	0	N	2	3
45371	verbuddeln	3	V	2	3
45372	Verbum	10	N	1	2
45373	verbummeln	3	V	2	3
45374	verbuenden	47	V	2	3
45375	Verbund	14	N	2	2
45376	Verbundenheit	83	N	2	4
45377	Verbuendete	155	N	2	4
45378	verbuergen	27	V	2	3
45379	verbuergerlichen	0	V	2	5
45380	verbuessen	15	V	2	3
45381	verchromen	3	V	2	3
45382	Verchromung	0	N	2	3
45383	Verdacht	164	N	2	2
45384	verdaechtig	57	A	2	3
45385	verdaechtigen	41	V	2	4
45386	Verdaechtigung	16	N	2	4
45387	Verdachtsgrund	1	N	2	3
45388	Verdachtsmoment	9	N	2	4
45389	verdammen	58	V	2	3
45390	verdammenswert	1	A	2	4
45391	verdammt	62	A	2	2
45392	Verdammung	4	N	2	3
45393	verdampfen	9	V	2	3
45394	Verdampfung	1	N	2	3
45395	verdanken	189	V	2	3
45396	verdauen	18	V	2	3
45397	verdaulich	3	A	2	3
45398	Verdaulichkeit	0	N	2	4
45399	Verdauung	8	N	2	3
45400	Verdauungsapparat	0	N	2	6
45401	Verdauungsstoerung	2	N	2	5
45402	verdecken	63	V	2	3
45403	Verdeck	8	N	2	2
45404	verdenken	10	V	2	3
45405	verderben	76	V	2	3
45406	Verderb	7	N	2	2
45407	Verderben	32	N	2	3
45408	verderbenbringend	1	A	2	5
45409	verderblich	33	A	2	3
45410	Verderblichkeit	0	N	2	4
45411	verdeutlichen	53	V	2	4
45412	Verdeutlichung	8	N	2	4
45413	verdeutschen	1	V	2	3
45414	Verdeutschung	1	N	2	3
45415	verdichten	42	V	2	3
45416	Verdichter	1	N	2	3
45417	Verdichtung	14	N	2	3
45418	verdicken	3	V	2	3
45419	Verdickung	0	N	2	3
45420	verdienen	380	V	2	3
45421	Verdiener	2	N	2	3
45422	Verdienst	110	N	2	2
45423	Verdienst	110	N	2	2
45424	Verdienstausfall	8	N	2	4
45425	verdienstlich	3	A	2	3
45426	verdienstvoll	24	A	2	3
45427	verdient	211	A	2	2
45429	verdieseln	0	V	2	3
45431	verdingen	5	V	2	3
45432	verdinglichen	0	V	2	4
45433	Verdinglichung	0	N	2	4
45434	verdolmetschen	0	V	2	4
45435	Verdolmetschung	0	N	2	4
45436	verdoppeln	97	V	2	3
45437	Verdoppelung	36	N	2	4
45438	Verdopplung	2	N	2	3
45439	Verdorbenheit	2	N	2	4
45440	verdoesen	0	V	2	3
45441	verdraengen	78	V	2	3
45442	Verdraengung	5	N	2	3
45443	verdrehen	16	V	2	3
45444	verdreht	15	A	2	2
45445	Verdrehtheit	0	N	2	3
45446	Verdrehung	9	N	2	3
45447	verdreschen	2	V	2	3
45448	verdriessen	10	V	2	3
45449	verdriesslich	1	A	2	3
45450	Verdriesslichkeit	0	N	2	4
45451	verdrillen	0	V	2	3
45452	verdrossen	7	A	2	3
45453	Verdrossenheit	4	N	2	4
45454	verdruecken	11	V	2	3
45455	Verdruss	8	N	2	2
45456	verduften	0	V	2	3
45457	verdummen	3	V	2	3
45458	Verdummung	2	N	2	3
45459	verdumpfen	0	V	2	3
45460	verdunkeln	31	V	2	3
45461	Verdunkelung	1	N	2	4
45462	Verdunklung	1	N	2	3
45463	verduennen	13	V	2	3
45464	verduennisieren	0	V	4	5
45465	Verduennung	6	N	2	3
45466	verdunsten	7	V	2	3
45467	verduensten	0	V	2	3
45468	Verdunstung	2	N	2	3
45469	Verdunstungsmesser	0	N	2	5
45470	verdursten	2	V	2	3
45471	verebben	4	V	2	3
45472	veredeln	10	V	2	3
45473	Veredelung	4	N	2	4
45474	Veredlung	0	N	2	3
45475	verehelichen	2	V	2	5
45476	verehren	121	V	2	3
45477	Verehrer	31	N	2	3
45478	Verehrerin	2	N	2	4
45479	Verehrung	38	N	2	3
45480	verehrungsvoll	1	A	2	4
45481	verehrungswuerdig	3	A	2	5
45482	vereidigen	23	V	2	4
45483	Vereidigung	17	N	2	4
45484	vereinen	82	V	2	3
45485	Verein	343	N	2	2
45486	vereinbar	19	A	2	3
45487	vereinbaren	229	V	2	4
45488	Vereinbarung	288	N	2	4
45489	vereinbarungsgemaess	1	A	2	6
45490	vereinfachen	47	V	2	4
45491	Vereinfachung	36	N	2	4
45492	vereinheitlichen	9	V	2	5
45493	Vereinheitlichung	12	N	2	5
45494	vereinigen	179	V	2	4
45495	Vereinigung	202	N	2	4
45496	vereinnahmen	16	V	2	4
45497	Vereinnahmung	2	N	2	4
45498	vereinsamen	9	V	2	4
45499	Vereinsamung	5	N	2	4
45500	Vereinshaus	0	N	2	3
45501	vereint	56	A	2	2
45502	vereinzeln	45	V	2	3
45503	vereinzelt	49	A	2	3
45504	vereisen	20	V	2	3
45505	Vereisung	2	N	2	3
45506	vereiteln	36	V	2	3
45507	Vereitelung	2	N	2	4
45508	verelenden	1	V	2	4
45509	Verelendung	9	N	2	4
45510	verenden	7	V	2	3
45511	Verendung	0	N	2	3
45512	verengen	20	V	2	3
45513	verengern	0	V	2	3
45514	Verengerung	0	N	2	4
45515	Verengung	10	N	2	3
45516	vererben	11	V	2	3
45517	vererblich	0	A	2	3
45518	Vererbung	8	N	2	3
45519	Vererbungslehre	4	N	2	5
45520	verewigen	19	V	2	4
45521	Verewigung	8	N	2	4
45522	verfahren	98	V	2	3
45523	Verfahren	437	N	2	3
45524	Verfahrensablauf	0	N	2	5
45525	Verfahrensrecht	0	N	2	4
45526	verfahrensrechtlich	1	A	2	5
45527	Verfahrenstechnik	16	N	2	5
45528	Verfahrensweise	10	N	2	5
45529	verfallen	131	V	2	3
45530	Verfall	32	N	2	2
45531	Verfallserscheinung	1	N	2	5
45532	verfaelschen	27	V	2	3
45533	Verfaelschung	13	N	2	3
45534	verfangen	19	V	2	3
45535	verfaenglich	3	A	2	3
45536	Verfaenglichkeit	0	N	2	4
45537	verfaerben	10	V	2	3
45538	Verfaerbung	0	N	2	3
45539	verfassen	59	V	2	3
45540	Verfasser	118	N	2	3
45541	Verfassung	284	N	2	3
45542	verfassungsaendernd	4	A	2	5
45543	Verfassungsaenderung	14	N	2	6
45544	verfassungsgemaess	2	A	2	5
45545	Verfassungsgericht	16	N	2	5
45546	Verfassungsschutz	57	N	2	4
45547	verfassungstreu	0	A	2	4
45548	verfassungswidrig	25	A	2	5
45549	verfaulen	14	V	2	3
45550	verfechten	20	V	2	3
45551	Verfechter	36	N	2	3
45552	Verfechtung	1	N	2	3
45553	verfehlen	83	V	2	3
45554	Verfehlung	13	N	2	3
45555	verfeinden	9	V	2	3
45556	verfeinern	25	V	2	3
45557	verfemen	5	V	2	3
45558	Verfemung	2	N	2	3
45559	verfestigen	5	V	2	4
45560	verfetten	5	V	2	3
45561	verfilmen	15	V	2	3
45562	Verfilmung	10	N	2	3
45563	verfilzen	9	V	2	3
45564	verfinstern	4	V	2	3
45565	Verfinsterung	1	N	2	4
45566	verflachen	3	V	2	3
45567	Verflachung	5	N	2	3
45568	verflechten	14	V	2	3
45569	Verflechtung	22	N	2	3
45570	verfliegen	17	V	2	3
45571	verfliessen	2	V	2	3
45572	verflixt	7	A	2	2
45573	Verflochtenheit	2	N	2	4
45574	verflossen	16	A	2	3
45575	verfluchen	47	V	2	3
45576	verfluechtigen	8	V	2	4
45577	Verfluechtigung	0	N	2	4
45578	Verfluchung	1	N	2	3
45579	verfluessigen	4	V	2	4
45580	Verfluessigung	4	N	2	4
45581	verfolgen	469	V	2	3
45582	Verfolg	1	N	2	2
45583	Verfolger	34	N	2	3
45584	Verfolgung	100	N	2	3
45585	Verfolgungswahn	4	N	2	4
45586	verfrachten	12	V	2	3
45587	Verfrachter	1	N	2	3
45588	Verfrachtung	1	N	2	3
45589	verfremden	7	V	2	3
45590	verfressen	0	V	2	3
45591	Verfressenheit	0	N	2	4
45592	verfroren	2	A	2	3
45593	verfrueht	23	A	2	2
45594	verfugen	2	V	2	3
45595	verfuegen	419	V	2	3
45596	verfuegbar	79	A	2	3
45597	Verfuegbarkeit	10	N	2	4
45598	Verfuegung	764	N	2	3
45599	Verfuegungsrecht	2	N	2	4
45600	verfuehren	54	V	2	3
45601	Verfuehrer	19	N	2	3
45602	verfuehrerisch	20	A	2	4
45603	Verfuehrung	26	N	2	3
45604	Verfuehrungskunst	3	N	2	4
45605	verfuettern	5	V	2	3
45606	vergaben	1	V	2	3
45607	Vergabung	0	N	2	3
45608	vergaffen	1	V	2	3
45609	vergaellen	1	V	2	3
45610	Vergaellung	0	N	2	3
45611	vergammeln	2	V	2	3
45612	Vergangenheit	542	N	2	4
45613	vergaenglich	12	A	2	3
45614	Vergaenglichkeit	10	N	2	4
45615	vergaeren	0	V	2	3
45616	vergasen	5	V	2	3
45617	Vergaser	13	N	2	3
45618	Vergasung	3	N	2	3
45619	vergeben	140	V	2	3
45621	vergeblich	242	A	2	3
45622	Vergeblichkeit	3	N	2	4
45623	Vergebung	29	N	2	3
45624	vergegenstaendlichen	4	V	2	6
45625	Vergegenstaendlichung	7	N	2	6
45626	vergegenwaertigen	50	V	2	6
45627	Vergegenwaertigung	9	N	4	6
45628	vergehen	212	V	2	3
45629	Vergehen	49	N	2	3
45630	vergeistigen	2	V	2	4
45631	Vergeistigung	2	N	2	4
45632	vergelten	6	V	2	3
45633	Vergeltung	16	N	2	3
45634	vergesellschaften	0	V	3	5
45635	vergessen	837	V	2	3
45636	Vergessenheit	26	N	2	4
45637	vergesslich	12	A	2	3
45638	Vergesslichkeit	10	N	2	4
45639	vergeuden	20	V	2	3
45640	vergeuderisch	0	A	2	4
45641	Vergeudung	1	N	2	3
45642	vergewaltigen	32	V	3	5
45643	Vergewaltigung	30	N	3	5
45644	vergewissern	41	V	3	4
45645	vergiessen	11	V	2	3
45646	vergiften	46	V	2	3
45647	Vergiftung	13	N	2	3
45648	Vergiftungserscheinung	3	N	2	6
45649	vergilben	4	V	2	3
45650	vergipsen	0	V	2	3
45652	vergittern	11	V	2	3
45653	verglasen	16	V	2	3
45654	Verglasung	4	N	2	3
45655	vergleichen	286	V	2	3
45656	Vergleich	407	N	2	2
45657	vergleichbar	118	A	2	3
45658	Vergleichbarkeit	3	N	2	4
45660	Vergleichung	0	N	2	3
45661	vergletschern	1	V	2	3
45662	Vergletscherung	0	N	2	4
45663	verglimmen	1	V	2	3
45664	vergluehen	7	V	2	3
45665	vergnuegen	23	V	2	3
45666	Vergnuegen	115	N	2	3
45668	vergnueglich	13	A	2	3
45669	vergnuegt	23	A	2	2
45670	Vergnuegung	73	N	2	3
45671	Vergnuegungssteuer	9	N	2	5
45672	Vergnuegungssucht	0	N	2	4
45673	vergnuegungssuechtig	1	A	2	5
45674	vergolden	28	V	2	3
45675	vergoennen	15	V	2	3
45676	vergotten	1	V	2	3
45677	vergoettern	3	V	2	3
45678	Vergoetterung	3	N	2	4
45679	Vergottung	0	N	2	3
45680	vergraben	32	V	2	3
45681	vergraemen	6	V	2	3
45682	vergraulen	1	V	2	3
45683	vergreifen	16	V	2	3
45684	vergreisen	1	V	2	3
45685	Vergreisung	0	N	2	3
45686	vergriffen	5	A	2	3
45687	vergroessern	151	V	2	3
45688	Vergroesserer	0	N	2	4
45689	Vergroesserung	40	N	2	4
45690	verguenstigen	0	V	2	4
45691	Verguenstigung	40	N	2	4
45692	vergueten	9	V	2	3
45693	Verguetung	41	N	2	3
45694	verhaften	234	V	2	3
45695	Verhaftung	91	N	2	3
45696	Verhaftungsbefehl	0	N	2	5
45697	verhaken	1	V	2	3
45698	verhallen	8	V	2	3
45699	verhalten	237	V	2	3
45700	Verhalt	0	N	2	2
45701	Verhalten	378	N	2	3
45702	Verhaltenheit	4	N	2	4
45703	Verhaltensforschung	7	N	2	5
45704	Verhaltensmuster	2	N	2	5
45705	Verhaltensweise	35	N	2	5
45706	Verhaeltnis	1098	N	2	3
45707	verhaeltnismaessig	191	A	2	5
45708	Verhaeltnismaessigkeit	2	N	2	6
45709	Verhaltung	0	N	2	3
45710	Verhaltungsmassregel	1	N	2	6
45711	verhandeln	296	V	2	3
45712	Verhandlung	1061	N	2	3
45713	verhandlungsbereit	0	A	2	5
45714	Verhandlungsbereitschaft	16	N	2	6
45715	Verhandlungspartner	22	N	2	5
45716	verhaengen	65	V	2	3
45717	verhangen	7	A	2	3
45718	Verhaengnis	38	N	2	3
45719	verhaengnisvoll	79	A	2	4
45720	Verhaengung	3	N	2	3
45721	verharmlosen	7	V	2	4
45722	verhaermt	2	A	2	2
45723	verharren	42	V	2	3
45724	verhaerten	21	V	2	3
45725	Verhaertung	13	N	2	3
45726	verhaspeln	4	V	2	3
45727	verhasst	17	A	2	2
45728	verhaetscheln	2	V	2	3
45729	Verhaetschelung	0	N	2	4
45730	verhauen	6	V	2	3
45731	Verhau	4	N	2	2
45732	verheben	1	V	2	3
45733	verheddern	6	V	2	3
45734	verheeren	3	V	2	3
45735	verheerend	20	A	2	3
45736	Verheerung	5	N	2	3
45737	verhehlen	17	V	2	3
45738	verheilen	5	V	2	3
45739	verheimlichen	21	V	2	4
45740	Verheimlichung	0	N	2	4
45741	verheiraten	168	V	2	4
45742	Verheiratung	3	N	2	4
45743	verheissen	15	V	2	3
45744	Verheissung	10	N	2	3
45745	verheissungsvoll	13	A	2	4
45746	verheizen	6	V	2	3
45747	verhelfen	86	V	2	3
45748	verherrlichen	10	V	2	4
45749	Verherrlichung	11	N	2	4
45750	verhetzen	2	V	2	3
45751	verheult	4	A	2	2
45752	verhexen	2	V	2	3
45753	verhindern	570	V	2	3
45754	Verhinderung	44	N	2	4
45755	verhochdeutschen	0	V	2	4
45756	verhoffen	2	V	2	3
45757	verhohlen	1	A	2	3
45758	verhoehnen	16	V	2	3
45759	Verhoehnung	6	N	2	3
45760	verholzen	1	V	2	3
45761	verhoeren	21	V	2	3
45762	Verhoer	33	N	2	2
45763	verhuellen	15	V	2	3
45764	verhuellt	13	A	2	2
45765	Verhuellung	4	N	2	3
45766	verhungern	20	V	2	3
45767	verhueten	29	V	2	3
45768	Verhuetung	23	N	2	3
45769	Verhuetungsmittel	8	N	2	5
45770	Verifikation	2	N	6	6
45771	verifizieren	8	V	4	5
45772	verifizierbar	0	A	4	5
45773	Verifizierung	0	N	4	5
45774	verinnerlichen	4	V	2	5
45775	Verinnerlichung	3	N	2	5
45776	verirren	24	V	2	3
45777	Verirrung	7	N	2	3
45780	verjagen	24	V	2	3
45781	verjaehren	34	V	2	3
45782	Verjaehrung	34	N	2	3
45783	Verjaehrungsfrist	13	N	2	4
45784	verjubeln	0	V	2	3
45785	verjuengen	31	V	2	3
45786	Verjuengung	14	N	2	3
45787	Verjuengungskur	1	N	2	4
45788	verkalken	2	V	2	3
45789	verkalkulieren	1	V	4	5
45790	Verkalkung	2	N	2	3
45791	verkanten	2	V	2	3
45792	verkappen	3	V	2	3
45793	verkapseln	1	V	2	3
45794	Verkapselung	0	N	2	4
45795	verkarten	0	V	2	3
45796	verkaesen	0	V	2	3
45797	Verkaesung	0	N	2	3
45798	verkaufen	1123	V	2	3
45799	Verkauf	377	N	2	2
45800	Verkaeufer	57	N	2	3
45801	Verkaeuferin	44	N	2	4
45802	verkaeuflich	16	A	2	3
45803	Verkaeuflichkeit	0	N	2	4
45804	Verkaufsabteilung	16	N	2	5
45805	verkaufsoffen	4	A	2	4
45806	Verkaufspreis	38	N	2	3
45807	verkehren	59	V	2	3
45808	Verkehr	375	N	2	2
45809	Verkehrsampel	2	N	2	4
45810	Verkehrschaos	13	N	2	4
45811	Verkehrsdelikt	7	N	2	4
45812	Verkehrserziehung	7	N	2	5
45813	verkehrsfrei	0	A	2	3
45814	verkehrsguenstig	41	A	2	4
45815	Verkehrshindernis	1	N	2	5
45816	Verkehrsinsel	1	N	2	4
45817	Verkehrsordnung	2	N	2	4
45818	Verkehrspolizei	10	N	2	5
45819	verkehrsreich	5	A	2	3
45820	verkehrssicher	3	A	2	4
45821	Verkehrssicherheit	14	N	2	5
45822	Verkehrsstau	2	N	2	3
45823	Verkehrsstrasse	4	N	2	4
45824	Verkehrsunfall	77	N	2	4
45825	verkehrswidrig	5	A	2	4
45826	Verkehrszeichen	9	N	2	4
45827	verkehrt	28	A	2	2
45828	Verkehrtheit	0	N	2	3
45829	Verkehrung	17	N	2	3
45830	verkeilen	1	V	2	3
45831	verkennen	63	V	2	3
45832	Verkennung	6	N	2	3
45833	verketten	2	V	2	3
45834	Verkettung	3	N	2	3
45835	verketzern	2	V	2	3
45836	verkieseln	0	V	2	3
45837	Verkieselung	0	N	2	4
45838	verkitschen	3	V	2	3
45839	verkitten	0	V	2	3
45840	verklagen	14	V	2	3
45841	verklammern	6	V	2	3
45842	Verklammerung	7	N	2	4
45843	verklaren	0	V	2	3
45844	verklaeren	13	V	2	3
45845	Verklarung	0	N	2	3
45846	Verklaerung	4	N	2	3
45847	verklauseln	0	V	2	3
45848	Verklauselung	0	N	2	4
45849	verkleben	10	V	2	3
45850	Verklebung	0	N	2	3
45851	verkleckern	0	V	2	3
45852	verkleiden	37	V	2	3
45853	Verkleidung	15	N	2	3
45854	verkleinern	35	V	2	3
45855	Verkleinerung	4	N	2	4
45856	Verkleinerungsform	0	N	2	5
45857	verkleistern	2	V	2	3
45858	verklemmen	7	V	2	3
45859	verklemmt	6	A	2	2
45860	verklingen	11	V	2	3
45861	verklumpen	0	V	2	3
45862	verknappen	4	V	2	3
45863	Verknappung	11	N	2	3
45864	verknasten	0	V	2	3
45865	verknautschen	1	V	2	3
45866	verkneifen	16	V	2	3
45867	Verkniffenheit	0	N	2	4
45868	verknoechern	8	V	2	3
45869	Verknoecherung	4	N	2	4
45870	verknorpeln	1	V	2	3
45871	Verknorpelung	0	N	2	4
45872	verknoten	15	V	2	3
45873	Verknotung	2	N	2	3
45874	verknuepfen	55	V	2	3
45875	Verknuepfung	24	N	2	3
45876	verkochen	3	V	2	3
45877	verkohlen	10	V	2	3
45878	Verkohlung	0	N	2	3
45879	verkommen	15	V	2	3
45880	Verkommenheit	3	N	2	4
45881	verkomplizieren	0	V	4	5
45882	verkonsumieren	0	V	4	5
45883	verkoppeln	5	V	2	3
45884	verkorken	1	V	2	3
45885	verkorksen	2	V	2	3
45886	verkoernen	0	V	2	3
45887	verkoerpern	59	V	2	3
45888	Verkoerperung	11	N	2	4
45889	verkoestigen	0	V	2	4
45890	verkraften	24	V	2	3
45891	verkrallen	0	V	2	3
45892	verkrampfen	23	V	2	3
45893	Verkrampfung	4	N	2	3
45894	verkriechen	22	V	2	3
45895	verkruemeln	2	V	2	3
45896	verkruemmen	4	V	2	3
45897	Verkruemmung	0	N	2	3
45898	verkrueppeln	13	V	2	3
45899	Verkrueppelung	0	N	2	4
45900	verkrusten	7	V	2	3
45901	verkuehlen	0	V	2	3
45902	Verkuehlung	0	N	2	3
45903	verkuemmern	23	V	2	3
45904	verkuenden	205	V	2	3
45905	verkuendigen	10	V	2	4
45906	Verkuendiger	0	N	2	4
45907	Verkuendigung	33	N	2	4
45908	Verkuendung	26	N	2	3
45909	verkupfern	1	V	2	3
45910	verkuppeln	2	V	2	3
45911	Verkuppelung	0	N	2	4
45912	verkuerzen	82	V	2	3
45913	Verkuerzung	37	N	2	3
45914	verlachen	6	V	2	3
45915	verladen	23	V	2	3
45916	Verlader	7	N	2	3
45917	Verladung	5	N	2	3
45918	Verlag	596	N	2	2
45919	verlagern	59	V	2	3
45920	Verlagerung	27	N	2	4
45921	Verlagsanstalt	14	N	2	4
45922	Verlagshaus	18	N	2	3
45923	Verlagsrecht	0	N	2	3
45924	verlangen	1035	V	2	3
45925	Verlangen	108	N	2	3
45926	verlaengern	146	V	2	3
45927	Verlaengerung	69	N	2	4
45928	Verlaengerungsschnur	0	N	2	5
45929	verlangsamen	27	V	2	4
45930	verlassen	896	V	2	3
45931	Verlass	18	N	2	2
45932	Verlassenheit	9	N	2	4
45933	verlaessig	0	A	2	3
45934	verlaesslich	69	A	2	3
45935	verlaestern	0	V	2	3
45936	verlaufen	306	V	2	3
45937	Verlauf	392	N	2	2
45938	verlausen	2	V	2	3
45939	verlauten	153	V	2	3
45940	verlautbaren	4	V	2	4
45941	Verlautbarung	46	N	2	4
45942	verleben	25	V	2	3
45943	verlebt	9	A	2	2
45944	verlegen	246	V	2	3
45945	Verlegenheit	68	N	2	4
45946	Verleger	84	N	2	3
45947	verlegerisch	5	A	2	4
45948	Verlegung	57	N	2	3
45949	verleiden	4	V	2	3
45950	verleihen	236	V	2	3
45951	Verleih	3	N	2	2
45952	Verleiher	4	N	2	3
45953	Verleihung	25	N	2	3
45954	verleimen	1	V	2	3
45955	verleiten	34	V	2	3
45956	Verleitung	1	N	2	3
45957	verlernen	5	V	2	3
45958	verlesen	56	V	2	3
45959	Verlesung	8	N	2	3
45960	verletzen	249	V	2	3
45961	verletzbar	4	A	2	3
45962	Verletzbarkeit	0	N	2	4
45963	verletzlich	4	A	2	3
45964	Verletzlichkeit	1	N	2	4
45965	verletzt	217	A	2	2
45966	Verletzung	237	N	2	3
45967	verleugnen	34	V	2	3
45968	Verleugnung	4	N	2	3
45969	verleumden	19	V	2	3
45970	Verleumder	12	N	2	3
45971	verleumderisch	13	A	2	4
45972	Verleumdung	45	N	2	3
45973	verlieben	72	V	2	3
45974	Verliebtheit	4	N	2	3
45975	verlieren	969	V	2	3
45976	Verlierer	25	N	2	3
45977	Verlies	5	N	2	2
45978	verloben	31	V	2	3
45979	Verlobung	34	N	2	3
45980	Verlobungsring	1	N	2	4
45981	verlocken	9	V	2	3
45982	Verlockung	0	N	2	3
45983	verlodern	0	V	2	3
45984	verlogen	24	A	2	3
45985	Verlogenheit	10	N	2	4
45986	verlohen	0	V	2	3
45987	verlohnen	0	V	2	3
45988	verloren	428	A	2	3
45989	verlorengehen	83	V	2	5
45990	Verlorenheit	8	N	2	4
45991	verlosen	22	V	2	3
45992	verloeschen	8	V	2	3
45993	Verlosung	8	N	2	3
45994	verloeten	0	V	2	3
45995	verlumpen	0	V	2	3
45996	Verlust	369	N	2	2
45997	verlustreich	5	A	2	3
45998	vermachen	17	V	2	3
45999	Vermaechtnis	38	N	2	3
46000	vermaehlen	8	V	2	3
46001	Vermaehlung	7	N	2	3
46002	vermahnen	1	V	2	3
46003	Vermahnung	0	N	2	3
46004	vermarkten	3	V	2	3
46005	Vermarktung	1	N	2	3
46006	vermasseln	3	V	2	3
46007	vermauern	2	V	2	3
46008	vermehren	107	V	2	3
46009	Vermehrung	44	N	2	3
46010	vermeiden	389	V	2	3
46011	vermeidbar	11	A	2	3
46012	vermeidlich	0	A	2	3
46013	Vermeidung	22	N	2	3
46014	vermeinen	4	V	2	3
46015	vermeintlich	77	A	2	3
46016	vermengen	8	V	2	3
46017	Vermengung	1	N	2	3
46018	vermenschlichen	2	V	2	4
46019	Vermenschlichung	3	N	2	4
46020	vermerken	94	V	2	3
46021	Vermerk	26	N	2	2
46022	vermessen	62	V	2	3
46023	Vermessenheit	33	N	2	4
46024	Vermessung	5	N	2	3
46025	vermiesen	3	V	2	3
46026	vermieten	266	V	2	3
46027	Vermieter	22	N	2	3
46028	Vermieterin	4	N	2	4
46029	Vermietung	37	N	2	3
46030	verminen	8	V	2	3
46031	vermindern	132	V	2	3
46032	Verminderung	52	N	2	4
46033	Verminung	1	N	2	3
46034	vermischen	35	V	2	3
46035	Vermischung	6	N	2	3
46036	vermissen	120	V	2	3
46037	Vermisste	12	N	2	3
46038	vermitteln	282	V	2	3
46040	Vermittler	31	N	2	3
46041	Vermittlerrolle	2	N	2	5
46042	Vermittlung	81	N	2	3
46043	Vermittlungsgebuehr	2	N	2	5
46044	vermoebeln	0	V	2	3
46045	vermodern	4	V	2	3
46046	Vermoderung	0	N	2	4
46047	vermoegen	460	V	2	3
46049	Vermoegen	168	N	2	3
46050	Vermoegenslage	2	N	2	5
46051	vermoegenslos	0	A	2	4
46052	Vermoegenssteuer	8	N	2	5
46053	Vermoegensverwaltung	9	N	2	6
46054	vermottet	0	A	2	3
